Counting,Vehicle type,Aust Postcode,Fuel type,Count
Vehicle Level,Total,6109,LPG/Dual fuel,197
Vehicle Level,Total,6109,Other and unknown,3
Vehicle Level,Total,6109,Total,12190
Vehicle Level,Total,6110,Not Applicable,0
Vehicle Level,Total,6110,Diesel,5786
Vehicle Level,Total,6110,Electric,5
Vehicle Level,Total,6110,Petrol,24403
Vehicle Level,Total,6110,LPG/Dual fuel,516
Vehicle Level,Total,6110,Other and unknown,3
Vehicle Level,Total,6110,Total,30710
Vehicle Level,Total,6111,Not Applicable,0
Vehicle Level,Total,6111,Diesel,4623
Vehicle Level,Total,6111,Electric,20
Vehicle Level,Total,6111,Petrol,14134
Vehicle Level,Total,6111,LPG/Dual fuel,342
Vehicle Level,Total,6111,Other and unknown,7
Vehicle Level,Total,6111,Total,19136
Vehicle Level,Total,6112,Not Applicable,0
Vehicle Level,Total,6112,Diesel,9599
Vehicle Level,Total,6112,Electric,26
Vehicle Level,Total,6112,Petrol,36980
Vehicle Level,Total,6112,LPG/Dual fuel,701
Vehicle Level,Total,6112,Other and unknown,12
Vehicle Level,Total,6112,Total,47316
Vehicle Level,Total,6121,Not Applicable,0
Vehicle Level,Total,6121,Diesel,1174
Vehicle Level,Total,6121,Electric,0
Vehicle Level,Total,6121,Petrol,1962
Vehicle Level,Total,6121,LPG/Dual fuel,71
Vehicle Level,Total,6121,Other and unknown,0
Vehicle Level,Total,6121,Total,3204
Vehicle Level,Total,6122,Not Applicable,0
Vehicle Level,Total,6122,Diesel,4474
Vehicle Level,Total,6122,Electric,5
Vehicle Level,Total,6122,Petrol,10996
Vehicle Level,Total,6122,LPG/Dual fuel,236
Vehicle Level,Total,6122,Other and unknown,3
Vehicle Level,Total,6122,Total,15713
Vehicle Level,Total,6123,Not Applicable,0
Vehicle Level,Total,6123,Diesel,602
Vehicle Level,Total,6123,Electric,0
Vehicle Level,Total,6123,Petrol,1295
Vehicle Level,Total,6123,LPG/Dual fuel,39
Vehicle Level,Total,6123,Other and unknown,0
Vehicle Level,Total,6123,Total,1935
Vehicle Level,Total,6124,Not Applicable,0
Vehicle Level,Total,6124,Diesel,369
Vehicle Level,Total,6124,Electric,3
Vehicle Level,Total,6124,Petrol,724
Vehicle Level,Total,6124,LPG/Dual fuel,27
Vehicle Level,Total,6124,Other and unknown,0
Vehicle Level,Total,6124,Total,1123
Vehicle Level,Total,6125,Not Applicable,0
Vehicle Level,Total,6125,Diesel,1228
Vehicle Level,Total,6125,Electric,0
Vehicle Level,Total,6125,Petrol,1968
Vehicle Level,Total,6125,LPG/Dual fuel,82
Vehicle Level,Total,6125,Other and unknown,3
Vehicle Level,Total,6125,Total,3283
Vehicle Level,Total,6126,Not Applicable,0
Vehicle Level,Total,6126,Diesel,113
Vehicle Level,Total,6126,Electric,0
Vehicle Level,Total,6126,Petrol,137
Vehicle Level,Total,6126,LPG/Dual fuel,3
Vehicle Level,Total,6126,Other and unknown,0
Vehicle Level,Total,6126,Total,255
Vehicle Level,Total,6147,Not Applicable,0
Vehicle Level,Total,6147,Diesel,1482
Vehicle Level,Total,6147,Electric,5
Vehicle Level,Total,6147,Petrol,9128
Vehicle Level,Total,6147,LPG/Dual fuel,142
Vehicle Level,Total,6147,Other and unknown,3
Vehicle Level,Total,6147,Total,10762
Vehicle Level,Total,6148,Not Applicable,0
Vehicle Level,Total,6148,Diesel,2224
Vehicle Level,Total,6148,Electric,11
Vehicle Level,Total,6148,Petrol,10796
Vehicle Level,Total,6148,LPG/Dual fuel,150
Vehicle Level,Total,6148,Other and unknown,0
Vehicle Level,Total,6148,Total,13176
Vehicle Level,Total,6149,Not Applicable,0
Vehicle Level,Total,6149,Diesel,2410
Vehicle Level,Total,6149,Electric,15
Vehicle Level,Total,6149,Petrol,11466
Vehicle Level,Total,6149,LPG/Dual fuel,109
Vehicle Level,Total,6149,Other and unknown,6
Vehicle Level,Total,6149,Total,14006
Vehicle Level,Total,6150,Not Applicable,0
Vehicle Level,Total,6150,Diesel,1480
Vehicle Level,Total,6150,Electric,17
Vehicle Level,Total,6150,Petrol,7986
Vehicle Level,Total,6150,LPG/Dual fuel,62
Vehicle Level,Total,6150,Other and unknown,3
Vehicle Level,Total,6150,Total,9552
Vehicle Level,Total,6151,Not Applicable,0
Vehicle Level,Total,6151,Diesel,3285
Vehicle Level,Total,6151,Electric,23
Vehicle Level,Total,6151,Petrol,10213
Vehicle Level,Total,6151,LPG/Dual fuel,73
Vehicle Level,Total,6151,Other and unknown,3
Vehicle Level,Total,6151,Total,13599
Vehicle Level,Total,6152,Not Applicable,0
Vehicle Level,Total,6152,Diesel,2943
Vehicle Level,Total,6152,Electric,39
Vehicle Level,Total,6152,Petrol,14405
Vehicle Level,Total,6152,LPG/Dual fuel,108
Vehicle Level,Total,6152,Other and unknown,3
Vehicle Level,Total,6152,Total,17497
Vehicle Level,Total,6153,Not Applicable,0
Vehicle Level,Total,6153,Diesel,3536
Vehicle Level,Total,6153,Electric,37
Vehicle Level,Total,6153,Petrol,12868
Vehicle Level,Total,6153,LPG/Dual fuel,93
Vehicle Level,Total,6153,Other and unknown,3
Vehicle Level,Total,6153,Total,16527
Vehicle Level,Total,6154,Not Applicable,0
Vehicle Level,Total,6154,Diesel,2188
Vehicle Level,Total,6154,Electric,13
Vehicle Level,Total,6154,Petrol,6506
Vehicle Level,Total,6154,LPG/Dual fuel,97
Vehicle Level,Total,6154,Other and unknown,3
Vehicle Level,Total,6154,Total,8806
Vehicle Level,Total,6155,Not Applicable,0
Vehicle Level,Total,6155,Diesel,8319
Vehicle Level,Total,6155,Electric,38
Vehicle Level,Total,6155,Petrol,31851
Vehicle Level,Total,6155,LPG/Dual fuel,328
Vehicle Level,Total,6155,Other and unknown,14
Vehicle Level,Total,6155,Total,40547
Vehicle Level,Total,6156,Not Applicable,0
Vehicle Level,Total,6156,Diesel,3246
Vehicle Level,Total,6156,Electric,18
Vehicle Level,Total,6156,Petrol,10782
Vehicle Level,Total,6156,LPG/Dual fuel,106
Vehicle Level,Total,6156,Other and unknown,0
Vehicle Level,Total,6156,Total,14151
Vehicle Level,Total,6157,Not Applicable,0
Vehicle Level,Total,6157,Diesel,2219
Vehicle Level,Total,6157,Electric,9
Vehicle Level,Total,6157,Petrol,8015
Vehicle Level,Total,6157,LPG/Dual fuel,81
Vehicle Level,Total,6157,Other and unknown,3
Vehicle Level,Total,6157,Total,10333
Vehicle Level,Total,6158,Not Applicable,0
Vehicle Level,Total,6158,Diesel,1349
Vehicle Level,Total,6158,Electric,13
Vehicle Level,Total,6158,Petrol,4262
Vehicle Level,Total,6158,LPG/Dual fuel,32
Vehicle Level,Total,6158,Other and unknown,3
Vehicle Level,Total,6158,Total,5662
Vehicle Level,Total,6159,Not Applicable,0
Vehicle Level,Total,6159,Diesel,811
Vehicle Level,Total,6159,Electric,5
Vehicle Level,Total,6159,Petrol,2265
Vehicle Level,Total,6159,LPG/Dual fuel,18
Vehicle Level,Total,6159,Other and unknown,3
Vehicle Level,Total,6159,Total,3101
Vehicle Level,Total,6160,Not Applicable,0
Vehicle Level,Total,6160,Diesel,1743
Vehicle Level,Total,6160,Electric,11
Vehicle Level,Total,6160,Petrol,5402
Vehicle Level,Total,6160,LPG/Dual fuel,70
Vehicle Level,Total,6160,Other and unknown,3
Vehicle Level,Total,6160,Total,7236
Vehicle Level,Total,6161,Not Applicable,0
Vehicle Level,Total,6161,Diesel,7
Vehicle Level,Total,6161,Electric,0
Vehicle Level,Total,6161,Petrol,18
Vehicle Level,Total,6161,LPG/Dual fuel,0
Vehicle Level,Total,6161,Other and unknown,0
Vehicle Level,Total,6161,Total,28
Vehicle Level,Total,6162,Not Applicable,0
Vehicle Level,Total,6162,Diesel,1880
Vehicle Level,Total,6162,Electric,15
Vehicle Level,Total,6162,Petrol,6634
Vehicle Level,Total,6162,LPG/Dual fuel,105
Vehicle Level,Total,6162,Other and unknown,0
Vehicle Level,Total,6162,Total,8641
Vehicle Level,Total,6163,Not Applicable,0
Vehicle Level,Total,6163,Diesel,10457
Vehicle Level,Total,6163,Electric,35
Vehicle Level,Total,6163,Petrol,32818
Vehicle Level,Total,6163,LPG/Dual fuel,571
Vehicle Level,Total,6163,Other and unknown,11
Vehicle Level,Total,6163,Total,43892
Vehicle Level,Total,6164,Not Applicable,0
Vehicle Level,Total,6164,Diesel,13117
Vehicle Level,Total,6164,Electric,37
Vehicle Level,Total,6164,Petrol,36487
Vehicle Level,Total,6164,LPG/Dual fuel,476
Vehicle Level,Total,6164,Other and unknown,12
Vehicle Level,Total,6164,Total,50127
Vehicle Level,Total,6165,Not Applicable,0
Vehicle Level,Total,6165,Diesel,667
Vehicle Level,Total,6165,Electric,0
Vehicle Level,Total,6165,Petrol,199
Vehicle Level,Total,6165,LPG/Dual fuel,4
Vehicle Level,Total,6165,Other and unknown,0
Vehicle Level,Total,6165,Total,871
Vehicle Level,Total,6166,Not Applicable,0
Vehicle Level,Total,6166,Diesel,2833
Vehicle Level,Total,6166,Electric,8
Vehicle Level,Total,6166,Petrol,6624
Vehicle Level,Total,6166,LPG/Dual fuel,115
Vehicle Level,Total,6166,Other and unknown,3
Vehicle Level,Total,6166,Total,9582
Vehicle Level,Total,6167,Not Applicable,0
Vehicle Level,Total,6167,Diesel,4468
Vehicle Level,Total,6167,Electric,9
Vehicle Level,Total,6167,Petrol,14671
Vehicle Level,Total,6167,LPG/Dual fuel,365
Vehicle Level,Total,6167,Other and unknown,4
Vehicle Level,Total,6167,Total,19525
Vehicle Level,Total,6168,Not Applicable,0
Vehicle Level,Total,6168,Diesel,4364
Vehicle Level,Total,6168,Electric,3
Vehicle Level,Total,6168,Petrol,14380
Vehicle Level,Total,6168,LPG/Dual fuel,418
Vehicle Level,Total,6168,Other and unknown,5
Vehicle Level,Total,6168,Total,19174
Vehicle Level,Total,6169,Not Applicable,0
Vehicle Level,Total,6169,Diesel,6358
Vehicle Level,Total,6169,Electric,6
Vehicle Level,Total,6169,Petrol,19122
Vehicle Level,Total,6169,LPG/Dual fuel,503
Vehicle Level,Total,6169,Other and unknown,6
Vehicle Level,Total,6169,Total,26002
Vehicle Level,Total,6170,Not Applicable,0
Vehicle Level,Total,6170,Diesel,2149
Vehicle Level,Total,6170,Electric,3
Vehicle Level,Total,6170,Petrol,8380
Vehicle Level,Total,6170,LPG/Dual fuel,145
Vehicle Level,Total,6170,Other and unknown,3
Vehicle Level,Total,6170,Total,10680
Vehicle Level,Total,6171,Not Applicable,0
Vehicle Level,Total,6171,Diesel,6307
Vehicle Level,Total,6171,Electric,6
Vehicle Level,Total,6171,Petrol,17866
Vehicle Level,Total,6171,LPG/Dual fuel,240
Vehicle Level,Total,6171,Other and unknown,3
Vehicle Level,Total,6171,Total,24422
Vehicle Level,Total,6172,Not Applicable,0
Vehicle Level,Total,6172,Diesel,2500
Vehicle Level,Total,6172,Electric,3
Vehicle Level,Total,6172,Petrol,7100
Vehicle Level,Total,6172,LPG/Dual fuel,155
Vehicle Level,Total,6172,Other and unknown,3
Vehicle Level,Total,6172,Total,9764
Vehicle Level,Total,6173,Not Applicable,0
Vehicle Level,Total,6173,Diesel,2546
Vehicle Level,Total,6173,Electric,0
Vehicle Level,Total,6173,Petrol,6027
Vehicle Level,Total,6173,LPG/Dual fuel,94
Vehicle Level,Total,6173,Other and unknown,0
Vehicle Level,Total,6173,Total,8671
Vehicle Level,Total,6174,Not Applicable,0
Vehicle Level,Total,6174,Diesel,975
Vehicle Level,Total,6174,Electric,0
Vehicle Level,Total,6174,Petrol,2743
Vehicle Level,Total,6174,LPG/Dual fuel,63
Vehicle Level,Total,6174,Other and unknown,0
Vehicle Level,Total,6174,Total,3786
Vehicle Level,Total,6175,Not Applicable,0
Vehicle Level,Total,6175,Diesel,877
Vehicle Level,Total,6175,Electric,3
Vehicle Level,Total,6175,Petrol,1964
Vehicle Level,Total,6175,LPG/Dual fuel,48
Vehicle Level,Total,6175,Other and unknown,0
Vehicle Level,Total,6175,Total,2892
Vehicle Level,Total,6176,Not Applicable,0
Vehicle Level,Total,6176,Diesel,459
Vehicle Level,Total,6176,Electric,0
Vehicle Level,Total,6176,Petrol,1058
Vehicle Level,Total,6176,LPG/Dual fuel,41
Vehicle Level,Total,6176,Other and unknown,0
Vehicle Level,Total,6176,Total,1557
Vehicle Level,Total,6180,Not Applicable,0
Vehicle Level,Total,6180,Diesel,1161
Vehicle Level,Total,6180,Electric,0
Vehicle Level,Total,6180,Petrol,3253
Vehicle Level,Total,6180,LPG/Dual fuel,57
Vehicle Level,Total,6180,Other and unknown,0
Vehicle Level,Total,6180,Total,4469
Vehicle Level,Total,6181,Not Applicable,0
Vehicle Level,Total,6181,Diesel,187
Vehicle Level,Total,6181,Electric,0
Vehicle Level,Total,6181,Petrol,291
Vehicle Level,Total,6181,LPG/Dual fuel,16
Vehicle Level,Total,6181,Other and unknown,0
Vehicle Level,Total,6181,Total,495
Vehicle Level,Total,6182,Not Applicable,0
Vehicle Level,Total,6182,Diesel,0
Vehicle Level,Total,6182,Electric,0
Vehicle Level,Total,6182,Petrol,0
Vehicle Level,Total,6182,LPG/Dual fuel,0
Vehicle Level,Total,6182,Other and unknown,0
Vehicle Level,Total,6182,Total,0
Vehicle Level,Total,6206,Not Applicable,0
Vehicle Level,Total,6206,Diesel,0
Vehicle Level,Total,6206,Electric,0
Vehicle Level,Total,6206,Petrol,0
Vehicle Level,Total,6206,LPG/Dual fuel,0
Vehicle Level,Total,6206,Other and unknown,0
Vehicle Level,Total,6206,Total,0
Vehicle Level,Total,6207,Not Applicable,0
Vehicle Level,Total,6207,Diesel,434
Vehicle Level,Total,6207,Electric,3
Vehicle Level,Total,6207,Petrol,670
Vehicle Level,Total,6207,LPG/Dual fuel,24
Vehicle Level,Total,6207,Other and unknown,0
Vehicle Level,Total,6207,Total,1137
Vehicle Level,Total,6208,Not Applicable,0
Vehicle Level,Total,6208,Diesel,3649
Vehicle Level,Total,6208,Electric,3
Vehicle Level,Total,6208,Petrol,6919
Vehicle Level,Total,6208,LPG/Dual fuel,255
Vehicle Level,Total,6208,Other and unknown,0
Vehicle Level,Total,6208,Total,10826
Vehicle Level,Total,6209,Not Applicable,0
Vehicle Level,Total,6209,Diesel,651
Vehicle Level,Total,6209,Electric,0
Vehicle Level,Total,6209,Petrol,1234
Vehicle Level,Total,6209,LPG/Dual fuel,44
Vehicle Level,Total,6209,Other and unknown,0
Vehicle Level,Total,6209,Total,1933
Vehicle Level,Total,6210,Not Applicable,0
Vehicle Level,Total,6210,Diesel,15099
Vehicle Level,Total,6210,Electric,26
Vehicle Level,Total,6210,Petrol,41463
Vehicle Level,Total,6210,LPG/Dual fuel,972
Vehicle Level,Total,6210,Other and unknown,21
Vehicle Level,Total,6210,Total,57576
Vehicle Level,Total,6211,Not Applicable,0
Vehicle Level,Total,6211,Diesel,2293
Vehicle Level,Total,6211,Electric,3
Vehicle Level,Total,6211,Petrol,4366
Vehicle Level,Total,6211,LPG/Dual fuel,113
Vehicle Level,Total,6211,Other and unknown,0
Vehicle Level,Total,6211,Total,6777
Vehicle Level,Total,6213,Not Applicable,0
Vehicle Level,Total,6213,Diesel,287
Vehicle Level,Total,6213,Electric,0
Vehicle Level,Total,6213,Petrol,372
Vehicle Level,Total,6213,LPG/Dual fuel,18
Vehicle Level,Total,6213,Other and unknown,3
Vehicle Level,Total,6213,Total,682
Vehicle Level,Total,6214,Not Applicable,0
Vehicle Level,Total,6214,Diesel,337
Vehicle Level,Total,6214,Electric,0
Vehicle Level,Total,6214,Petrol,383
Vehicle Level,Total,6214,LPG/Dual fuel,18
Vehicle Level,Total,6214,Other and unknown,3
Vehicle Level,Total,6214,Total,742
Vehicle Level,Total,6215,Not Applicable,0
Vehicle Level,Total,6215,Diesel,1878
Vehicle Level,Total,6215,Electric,0
Vehicle Level,Total,6215,Petrol,2259
Vehicle Level,Total,6215,LPG/Dual fuel,87
Vehicle Level,Total,6215,Other and unknown,0
Vehicle Level,Total,6215,Total,4224
Vehicle Level,Total,6218,Not Applicable,0
Vehicle Level,Total,6218,Diesel,168
Vehicle Level,Total,6218,Electric,0
Vehicle Level,Total,6218,Petrol,292
Vehicle Level,Total,6218,LPG/Dual fuel,10
Vehicle Level,Total,6218,Other and unknown,0
Vehicle Level,Total,6218,Total,469
Vehicle Level,Total,6219,Not Applicable,0
Vehicle Level,Total,6219,Diesel,36
Vehicle Level,Total,6219,Electric,0
Vehicle Level,Total,6219,Petrol,43
Vehicle Level,Total,6219,LPG/Dual fuel,0
Vehicle Level,Total,6219,Other and unknown,0
Vehicle Level,Total,6219,Total,85
Vehicle Level,Total,6220,Not Applicable,0
Vehicle Level,Total,6220,Diesel,1717
Vehicle Level,Total,6220,Electric,0
Vehicle Level,Total,6220,Petrol,2729
Vehicle Level,Total,6220,LPG/Dual fuel,79
Vehicle Level,Total,6220,Other and unknown,3
Vehicle Level,Total,6220,Total,4523
Vehicle Level,Total,6221,Not Applicable,0
Vehicle Level,Total,6221,Diesel,109
Vehicle Level,Total,6221,Electric,0
Vehicle Level,Total,6221,Petrol,163
Vehicle Level,Total,6221,LPG/Dual fuel,0
Vehicle Level,Total,6221,Other and unknown,0
Vehicle Level,Total,6221,Total,273
Vehicle Level,Total,6223,Not Applicable,0
Vehicle Level,Total,6223,Diesel,122
Vehicle Level,Total,6223,Electric,0
Vehicle Level,Total,6223,Petrol,101
Vehicle Level,Total,6223,LPG/Dual fuel,6
Vehicle Level,Total,6223,Other and unknown,0
Vehicle Level,Total,6223,Total,233
Vehicle Level,Total,6224,Not Applicable,0
Vehicle Level,Total,6224,Diesel,522
Vehicle Level,Total,6224,Electric,0
Vehicle Level,Total,6224,Petrol,676
Vehicle Level,Total,6224,LPG/Dual fuel,28
Vehicle Level,Total,6224,Other and unknown,0
Vehicle Level,Total,6224,Total,1222
Vehicle Level,Total,6225,Not Applicable,0
Vehicle Level,Total,6225,Diesel,3813
Vehicle Level,Total,6225,Electric,0
Vehicle Level,Total,6225,Petrol,4428
Vehicle Level,Total,6225,LPG/Dual fuel,133
Vehicle Level,Total,6225,Other and unknown,0
Vehicle Level,Total,6225,Total,8375
Vehicle Level,Total,6226,Not Applicable,0
Vehicle Level,Total,6226,Diesel,370
Vehicle Level,Total,6226,Electric,3
Vehicle Level,Total,6226,Petrol,493
Vehicle Level,Total,6226,LPG/Dual fuel,9
Vehicle Level,Total,6226,Other and unknown,0
Vehicle Level,Total,6226,Total,877
Vehicle Level,Total,6227,Not Applicable,0
Vehicle Level,Total,6227,Diesel,317
Vehicle Level,Total,6227,Electric,0
Vehicle Level,Total,6227,Petrol,392
Vehicle Level,Total,6227,LPG/Dual fuel,6
Vehicle Level,Total,6227,Other and unknown,0
Vehicle Level,Total,6227,Total,716
Vehicle Level,Total,6228,Not Applicable,0
Vehicle Level,Total,6228,Diesel,93
Vehicle Level,Total,6228,Electric,0
Vehicle Level,Total,6228,Petrol,100
Vehicle Level,Total,6228,LPG/Dual fuel,5
Vehicle Level,Total,6228,Other and unknown,0
Vehicle Level,Total,6228,Total,194
Vehicle Level,Total,6229,Not Applicable,0
Vehicle Level,Total,6229,Diesel,595
Vehicle Level,Total,6229,Electric,0
Vehicle Level,Total,6229,Petrol,167
Vehicle Level,Total,6229,LPG/Dual fuel,5
Vehicle Level,Total,6229,Other and unknown,0
Vehicle Level,Total,6229,Total,765
Vehicle Level,Total,6230,Not Applicable,0
Vehicle Level,Total,6230,Diesel,11286
Vehicle Level,Total,6230,Electric,11
Vehicle Level,Total,6230,Petrol,24531
Vehicle Level,Total,6230,LPG/Dual fuel,450
Vehicle Level,Total,6230,Other and unknown,6
Vehicle Level,Total,6230,Total,36273
Vehicle Level,Total,6232,Not Applicable,0
Vehicle Level,Total,6232,Diesel,2619
Vehicle Level,Total,6232,Electric,3
Vehicle Level,Total,6232,Petrol,5575
Vehicle Level,Total,6232,LPG/Dual fuel,113
Vehicle Level,Total,6232,Other and unknown,0
Vehicle Level,Total,6232,Total,8303
Vehicle Level,Total,6233,Not Applicable,0
Vehicle Level,Total,6233,Diesel,5701
Vehicle Level,Total,6233,Electric,3
Vehicle Level,Total,6233,Petrol,10337
Vehicle Level,Total,6233,LPG/Dual fuel,175
Vehicle Level,Total,6233,Other and unknown,0
Vehicle Level,Total,6233,Total,16218
Vehicle Level,Total,6236,Not Applicable,0
Vehicle Level,Total,6236,Diesel,970
Vehicle Level,Total,6236,Electric,0
Vehicle Level,Total,6236,Petrol,1171
Vehicle Level,Total,6236,LPG/Dual fuel,20
Vehicle Level,Total,6236,Other and unknown,0
Vehicle Level,Total,6236,Total,2153
Vehicle Level,Total,6237,Not Applicable,0
Vehicle Level,Total,6237,Diesel,1095
Vehicle Level,Total,6237,Electric,0
Vehicle Level,Total,6237,Petrol,1340
Vehicle Level,Total,6237,LPG/Dual fuel,36
Vehicle Level,Total,6237,Other and unknown,0
Vehicle Level,Total,6237,Total,2468
Vehicle Level,Total,6239,Not Applicable,0
Vehicle Level,Total,6239,Diesel,1830
Vehicle Level,Total,6239,Electric,3
Vehicle Level,Total,6239,Petrol,2534
Vehicle Level,Total,6239,LPG/Dual fuel,68
Vehicle Level,Total,6239,Other and unknown,0
Vehicle Level,Total,6239,Total,4432
Vehicle Level,Total,6240,Not Applicable,0
Vehicle Level,Total,6240,Diesel,82
Vehicle Level,Total,6240,Electric,0
Vehicle Level,Total,6240,Petrol,79
Vehicle Level,Total,6240,LPG/Dual fuel,3
Vehicle Level,Total,6240,Other and unknown,0
Vehicle Level,Total,6240,Total,160
Vehicle Level,Total,6243,Not Applicable,0
Vehicle Level,Total,6243,Diesel,33
Vehicle Level,Total,6243,Electric,0
Vehicle Level,Total,6243,Petrol,35
Vehicle Level,Total,6243,LPG/Dual fuel,0
Vehicle Level,Total,6243,Other and unknown,0
Vehicle Level,Total,6243,Total,68
Vehicle Level,Total,6244,Not Applicable,0
Vehicle Level,Total,6244,Diesel,969
Vehicle Level,Total,6244,Electric,0
Vehicle Level,Total,6244,Petrol,721
Vehicle Level,Total,6244,LPG/Dual fuel,18
Vehicle Level,Total,6244,Other and unknown,0
Vehicle Level,Total,6244,Total,1711
Vehicle Level,Total,6251,Not Applicable,0
Vehicle Level,Total,6251,Diesel,180
Vehicle Level,Total,6251,Electric,0
Vehicle Level,Total,6251,Petrol,216
Vehicle Level,Total,6251,LPG/Dual fuel,4
Vehicle Level,Total,6251,Other and unknown,0
Vehicle Level,Total,6251,Total,400
Vehicle Level,Total,6252,Not Applicable,0
Vehicle Level,Total,6252,Diesel,51
Vehicle Level,Total,6252,Electric,0
Vehicle Level,Total,6252,Petrol,73
Vehicle Level,Total,6252,LPG/Dual fuel,0
Vehicle Level,Total,6252,Other and unknown,0
Vehicle Level,Total,6252,Total,126
Vehicle Level,Total,6253,Not Applicable,0
Vehicle Level,Total,6253,Diesel,268
Vehicle Level,Total,6253,Electric,3
Vehicle Level,Total,6253,Petrol,400
Vehicle Level,Total,6253,LPG/Dual fuel,12
Vehicle Level,Total,6253,Other and unknown,0
Vehicle Level,Total,6253,Total,690
Vehicle Level,Total,6254,Not Applicable,0
Vehicle Level,Total,6254,Diesel,289
Vehicle Level,Total,6254,Electric,0
Vehicle Level,Total,6254,Petrol,284
Vehicle Level,Total,6254,LPG/Dual fuel,11
Vehicle Level,Total,6254,Other and unknown,0
Vehicle Level,Total,6254,Total,587
Vehicle Level,Total,6255,Not Applicable,0
Vehicle Level,Total,6255,Diesel,1618
Vehicle Level,Total,6255,Electric,0
Vehicle Level,Total,6255,Petrol,2302
Vehicle Level,Total,6255,LPG/Dual fuel,49
Vehicle Level,Total,6255,Other and unknown,0
Vehicle Level,Total,6255,Total,3973
Vehicle Level,Total,6256,Not Applicable,0
Vehicle Level,Total,6256,Diesel,125
Vehicle Level,Total,6256,Electric,0
Vehicle Level,Total,6256,Petrol,98
Vehicle Level,Total,6256,LPG/Dual fuel,4
Vehicle Level,Total,6256,Other and unknown,0
Vehicle Level,Total,6256,Total,225
Vehicle Level,Total,6258,Not Applicable,0
Vehicle Level,Total,6258,Diesel,2802
Vehicle Level,Total,6258,Electric,3
Vehicle Level,Total,6258,Petrol,3133
Vehicle Level,Total,6258,LPG/Dual fuel,61
Vehicle Level,Total,6258,Other and unknown,0
Vehicle Level,Total,6258,Total,6002
Vehicle Level,Total,6260,Not Applicable,0
Vehicle Level,Total,6260,Diesel,647
Vehicle Level,Total,6260,Electric,0
Vehicle Level,Total,6260,Petrol,719
Vehicle Level,Total,6260,LPG/Dual fuel,15
Vehicle Level,Total,6260,Other and unknown,0
Vehicle Level,Total,6260,Total,1380
Vehicle Level,Total,6262,Not Applicable,0
Vehicle Level,Total,6262,Diesel,372
Vehicle Level,Total,6262,Electric,0
Vehicle Level,Total,6262,Petrol,423
Vehicle Level,Total,6262,LPG/Dual fuel,18
Vehicle Level,Total,6262,Other and unknown,0
Vehicle Level,Total,6262,Total,806
Vehicle Level,Total,6271,Not Applicable,0
Vehicle Level,Total,6271,Diesel,1333
Vehicle Level,Total,6271,Electric,0
Vehicle Level,Total,6271,Petrol,1827
Vehicle Level,Total,6271,LPG/Dual fuel,40
Vehicle Level,Total,6271,Other and unknown,0
Vehicle Level,Total,6271,Total,3204
Vehicle Level,Total,6275,Not Applicable,0
Vehicle Level,Total,6275,Diesel,635
Vehicle Level,Total,6275,Electric,0
Vehicle Level,Total,6275,Petrol,813
Vehicle Level,Total,6275,LPG/Dual fuel,27
Vehicle Level,Total,6275,Other and unknown,0
Vehicle Level,Total,6275,Total,1466
Vehicle Level,Total,6280,Not Applicable,0
Vehicle Level,Total,6280,Diesel,9176
Vehicle Level,Total,6280,Electric,6
Vehicle Level,Total,6280,Petrol,15868
Vehicle Level,Total,6280,LPG/Dual fuel,282
Vehicle Level,Total,6280,Other and unknown,4
Vehicle Level,Total,6280,Total,25334
Vehicle Level,Total,6281,Not Applicable,0
Vehicle Level,Total,6281,Diesel,2949
Vehicle Level,Total,6281,Electric,5
Vehicle Level,Total,6281,Petrol,4210
Vehicle Level,Total,6281,LPG/Dual fuel,62
Vehicle Level,Total,6281,Other and unknown,3
Vehicle Level,Total,6281,Total,7229
Vehicle Level,Total,6282,Not Applicable,0
Vehicle Level,Total,6282,Diesel,751
Vehicle Level,Total,6282,Electric,3
Vehicle Level,Total,6282,Petrol,817
Vehicle Level,Total,6282,LPG/Dual fuel,19
Vehicle Level,Total,6282,Other and unknown,3
Vehicle Level,Total,6282,Total,1585
Vehicle Level,Total,6284,Not Applicable,0
Vehicle Level,Total,6284,Diesel,1099
Vehicle Level,Total,6284,Electric,0
Vehicle Level,Total,6284,Petrol,1322
Vehicle Level,Total,6284,LPG/Dual fuel,24
Vehicle Level,Total,6284,Other and unknown,0
Vehicle Level,Total,6284,Total,2450
Vehicle Level,Total,6285,Not Applicable,0
Vehicle Level,Total,6285,Diesel,3549
Vehicle Level,Total,6285,Electric,12
Vehicle Level,Total,6285,Petrol,5297
Vehicle Level,Total,6285,LPG/Dual fuel,149
Vehicle Level,Total,6285,Other and unknown,3
Vehicle Level,Total,6285,Total,9006
Vehicle Level,Total,6286,Not Applicable,0
Vehicle Level,Total,6286,Diesel,342
Vehicle Level,Total,6286,Electric,3
Vehicle Level,Total,6286,Petrol,443
Vehicle Level,Total,6286,LPG/Dual fuel,13
Vehicle Level,Total,6286,Other and unknown,0
Vehicle Level,Total,6286,Total,795
Vehicle Level,Total,6288,Not Applicable,0
Vehicle Level,Total,6288,Diesel,323
Vehicle Level,Total,6288,Electric,3
Vehicle Level,Total,6288,Petrol,320
Vehicle Level,Total,6288,LPG/Dual fuel,13
Vehicle Level,Total,6288,Other and unknown,0
Vehicle Level,Total,6288,Total,663
Vehicle Level,Total,6290,Not Applicable,0
